Orig_Sequence,Satellite_Names,Launch_Date,Country_of_Operator_Owner,Launch_Site,Operator_Owner,Purpose,Orbit_Classes,Period_Hours,Period_minutes,Launch_Mass_km
805,Genesis-2,2007-06-28,USA,Dombarovsky Air Base,Bigelow Aerospace,Technology Development,LEO,1.59,95.6,"1,360"
806,GEO IK2 12L (Cosmos 2517),2016-06-05,Russia,Plesetsk Cosmodrome,Ministry of Defense,Earth Science,LEO,1.73,104.03,900
807,GEO IK2 13L (Cosmos 2540),2019-08-30,Russia,Plesetsk Cosmodrome,Ministry of Defense,Earth Science,LEO,1.73,103.9,900
808,GeoEye-1 (Orbview 5),2008-09-06,USA,Vandenberg AFB,DigitalGlobe Corporation,Earth Observation,LEO,1.64,98.3,"1,955"
809,ST-2 (Singapore-Taiwan 2),2011-05-20,Singapore/Taiwan,Guiana Space Center,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Communications,GEO,23.94,1436.12,"5,090"
810,Telstar 14R (Estrela do Sul 2),2011-05-20,Canada,Baikonur Cosmodrome,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,23.94,1436.1,"4,970"
811,Geotail (Geomagnetic Tail Laboratory),1992-07-24,Multinational,Cape Canaveral,Institute of Space and Astronautical Science (ISAS)/NASA/ESA,Space Science,Elliptical,41.25,2474.83,980
812,"GHGSat-D (Greenhouse Gas Satellite - Demonstrator, Claire)",2016-06-22,Canada,Satish Dhawan Space Centre,"GHGSat, Inc.",Earth Science,LEO,1.58,94.7,15
813,"Global Change Observation Mission - 1 Water (GCOM-1, Shikuzu)",2012-05-17,USA/Japan,Tanegashima Space Center,Japan Aerospace Exploration Agency (JAXA),Earth Observation,LEO,1.65,98.8,"1,900"
814,Globalstar M037 (Globalstar 16),1999-03-15,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
815,Globalstar M065 (Globalstar 65),2007-05-29,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
816,Globalstar M066 (Globalstar 66),2007-10-20,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
817,Globalstar M067 (Globalstar 67),2007-10-20,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
818,Globalstar M069 (Globalstar 69),2007-05-29,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
819,Globalstar M070 (Globalstar 70),2007-10-20,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
820,Globalstar M071 (Globalstar 71),2007-05-29,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
821,Globalstar M072 (Globalstar 72),2007-05-29,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,450
822,"Globalstar M073 (Globalstar 73, Globalstar 2-6)",2010-10-19,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
823,"Globalstar M074 (Globalstar 74, Globalstar 2-2)",2010-10-19,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
824,"Globalstar M075 (Globalstar 75, Globalstar 2-5)",2010-10-19,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
825,"Globalstar M076 (Globalstar 76, Globalstar 2-3)",2010-10-19,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
826,"Globalstar M077 (Globalstar 77, Globalstar 2-4)",2010-10-19,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
827,"Globalstar M078 (Globalstar 95, Globalstar 2-23)",2013-02-06,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.08,700
828,"Globalstar M079 (Globalstar 79, Globalstar 2-1)",2010-10-19,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
829,"Globalstar M080 (Globalstar 80, Globalstar 2-14)",2011-12-28,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
830,"Globalstar M081 (Globalstar 81, Globalstar 2-11)",2011-07-13,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
831,"Globalstar M082 (Globalstar 82, Globalstar 2-15)",2011-12-28,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
832,"Globalstar M083 (Globalstar 83, Globalstar 2-7)",2011-07-13,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
833,"Globalstar M084 (Globalstar 84, Globalstar 2-13) ",2011-12-28,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
834,"Globalstar M085 (Globalstar 85, Globalstar 2-10)",2011-07-13,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
835,"Globalstar M086 (Globalstar 86, Globalstar 2-18)",2011-12-28,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
836,"Globalstar M088 (Globalstar 88, Globalstar 2-8)",2011-07-13,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
837,"Globalstar M089 (Globalstar 89, Globalstar 2-12)",2011-07-13,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.97,118.2,700
838,"Globalstar M090 (Globalstar 90, Globalstar 2-17)",2011-12-28,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
839,"Globalstar M091 (Globalstar 91, Globalstar 2-9)",2011-07-13,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
840,"Globalstar M092 (Globalstar 92, Globalstar 2-16)",2011-12-28,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.1,700
841,"Globalstar M093 (Globalstar 87, Globalstar 2-20)",2013-02-06,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.89,113.35,700
842,"Globalstar M094 (Globalstar 93, Globalstar 2-21)",2013-02-06,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.72,103.44,700
843,"Globalstar M095 (Globalstar 96, Globalstar 2-24)",2013-02-06,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,114.08,700
844,"Globalstar M096 (Globalstar 94, Globalstar 2-22)",2013-02-06,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.72,103.48,700
845,"Globalstar M097 (Globalstar 78, Globalstar 2-19)",2013-02-06,USA,Baikonur Cosmodrome,Globalstar,Communications,LEO,1.9,113.96,700
846,"Glonass 701 (Glonass-K, Cosmos 2471)",2011-02-26,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.78,935
847,"Glonass 702 (Glonass K, Cosmos 2501)",2014-12-01,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.27,676.15,935
848,"Glonass 716 (Glonass 35-2, Cosmos 2425)",2006-12-25,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.75,"1,480"
849,"Glonass 717 (Glonass 35-3, Cosmos 2426)",2006-12-25,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.75,"1,480"
850,"Glonass 719 (Glonass 36-2, Cosmos 2432)",2007-10-26,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.83,"1,480"
851,"Glonass 720 (Glonass 36-3, Cosmos 2433)",2007-10-26,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.67,"1,480"
852,"Glonass 721 (Glonass 37-1, Cosmos 2435)",2007-12-25,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.35,680.91,"1,480"
853,"Glonass 723 (Glonass 37-3, Cosmos 2436)",2007-12-25,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.35,680.75,"1,480"
854,"Glonass 730 (Glonass 41-1, Cosmos 2456)",2009-12-14,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.36,681.53,"1,415"
855,"Glonass 731 (Glonass 42-1, Cosmos 2459)",2010-03-01,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.85,"1,415"
856,"Glonass 732 (Glonass 42-3, Cosmos 2460)",2010-03-01,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.81,"1,415"
857,"Glonass 733 (Glonass 41-2, Cosmos 2457)",2009-12-14,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.17,670.47,"1,415"
858,"Glonass 735 (Glonass 42-2, Cosmos 2461)",2010-03-01,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.81,"1,415"
859,"Glonass 736 (Glonass 43-1, Cosmos 2464)",2010-09-02,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.19,671.2,"1,415"
860,"Glonass 742 (Glonass-M, Cosmos 2474)",2011-10-02,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.27,676.2,"1,415"
861,"Glonass 743 (Glonass 44-2, Cosmos 2476)",2011-11-04,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.29,677.46,"1,415"
862,"Glonass 744 (Glonass 44-3, Cosmos 2477)",2011-11-04,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.29,677.5,"1,415"
863,"Glonass 745 (Glonass 44-1, Cosmos 2475)",2011-11-04,Russia,Baikonur Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.29,677.54,"1,415"
864,"Glonass 747 (Glonass-M, Cosmos 2485)",2013-04-26,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.73,"1,415"
865,"Glonass 751 (Glonass-M, Cosmos 2514)",2016-02-07,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.75,"1,415"
866,"Glonass 752 (Glomass-M, Cosmos 2522)",2017-09-22,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.75,"1,415"
867,"Glonass 753 (Glonass-M, Cosmos 2516)",2016-05-29,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.49,"1,415"
868,"Glonass 755 (Glonass-M, Cosmos 2500)",2014-06-14,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.73,"1,415"
869,"Glonass 756 (Glonass-M, Cosmos 2527)",2018-06-18,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.27,676.03,"1,415"
870,"Glonass 757 (Glonass-M, Cosmos 2529)",2018-11-03,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,12.79,767.2,"1,415"
871,"Glonass 758 (Glonass-M, Cosmos 2534)",2019-05-27,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.26,675.7,"1,415"
872,"Glonass 759 (Glonass-M, Cosmos 2544)",2019-12-11,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.22,673.1,"1,415"
873,"Glonass 760 (Glonass-M, Cosmos 2545)",2020-02-16,Russia,Plesetsk Cosmodrome,Ministry of Defense,Navigation/Global Positioning,MEO,11.27,676.2,"1,415"
874,"Zhongxing 10 (XZ-10, Chinasat 10)",2011-06-20,China,Xichang Satellite Launch Center,China Satellite Communication Corp. (China Satcom),Communications,GEO,23.93,1436.05,"5,000"
875,"TianLian 2 (TL-1-02, CTDRS)",2011-07-11,China,Xichang Satellite Launch Center,China Aerospace Science and Technology Corp. (CASC),Communications,GEO,23.94,1436.1,"2,250"
876,GSAT-12,2011-07-15,India,Satish Dhawan Space Centre,Indian Space Research Organization (ISRO),Communications,GEO,23.94,1436.1,"1,410"
877,KazSat-2,2011-07-15,Kazakhstan,Baikonur Cosmodrome,JSC KazSat,Communications,GEO,23.94,1436.13,"1,300"
878,SES-3,2011-07-15,Luxembourg,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.99,1439.41,"3,112"
879,Göktürk 1,2016-12-05,Turkey,Guiana Space Center,Turkish Ministry of National Defense,Earth Observation,LEO,1.64,98.42,"1,060"
880,Göktürk 2,2012-12-18,Turkey,Jiuquan Satellite Launch Center,Turkish Ministry of National Defense,Earth Observation,LEO,1.64,98.35,409
881,GomX-4A,2018-02-02,Denmark,Jiuquan Satellite Launch Center,GomSpace ApS,Earth Observation,LEO,1.58,94.5,8
882,GomX-4B,2018-02-02,Denmark,Jiuquan Satellite Launch Center,GomSpace ApS,Technology Development,LEO,1.58,94.5,8
883,Gonets M-03,2012-07-28,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,115.9,270
884,Gonets M-04,2012-07-28,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,115.9,270
885,Gonets M-05,2010-09-08,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.1,270
886,Gonets M-11 (Gonets M21),2015-03-31,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.0,280
887,Gonets M-12 (Gonets M22),2015-03-31,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.0,280
888,Gonets M-13 (Gonets M23),2015-03-31,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.0,280
889,Gonets M-14,2013-09-11,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,115.86,270
890,Gonets M-16,2013-09-11,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.0,270
891,Gonets M-17,2013-09-11,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.02,270
892,Gonets M-18,2014-07-03,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,115.87,280
893,Gonets M-19,2014-07-03,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,115.89,280
894,Gonets M-20,2014-07-03,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,115.84,280
895,Gonets M-24,2019-12-26,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.01,280
896,Gonets M-25,2019-12-26,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.01,280
897,Gonets M-26,2019-12-26,Russia,Plesetsk Cosmodrome,Gonets Satcom,Communications,LEO,1.93,116.01,280
898,GOSAT-2 (Greenhouse gases Observing Satellite-2; Ibuki-2),2018-10-29,Japan,Tanegashima Space Center,"JAXA, Ministry of Environment, National Institute of Environmental Studies",Earth Observation,LEO,1.61,96.5,"1,800"
899,Beidou IGSO-4 (Compass G-9),2011-07-26,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,GEO,23.92,1435.1,"4,200"
900,GPIM (Green Propellant Infusion Mission),2019-06-25,USA,Cape Canaveral,National Aeronautics and Space Administration (NASA),Technology Development,LEO,1.65,99.0,180
901,GPM Core Observatory (Global Precipitation Measurement),2014-02-27,USA/Japan,Tanegashima Space Center,National Aeronautics and Space Administration (NASA)/JAXA,Earth Observation,LEO,1.54,92.57,"3,850"
902,Grace Follow-on-1 (Gravity Recovery and Climate Experiment Follow-on-1),2018-05-22,USA/Germany,Vandenberg AFB,NASA/German Research Centre for Geosciences (GFZ),Earth Observation,LEO,1.58,94.5,600
903,Grace Follow-on-2 (Gravity Recovery and Climate Experiment Follow-on-2),2018-05-22,USA/Germany,Vandenberg AFB,NASA/German Research Centre for Geosciences (GFZ),Earth Observation,LEO,1.58,94.5,600
904,"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",2009-01-23,Japan,Tanegashima Space Center,Japan Aerospace Exploration Agency (JAXA),Earth Observation,LEO,1.64,98.1,"1,750"
905,GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment),2015-01-31,USA,Vandenberg AFB,University of Michigan/NASA Earth Science Technology Office,Technology Development,LEO,1.59,95.5,4
906,GRUS-1 ,2018-12-27,Japan,Vostochny Cosmodrome,Axelspace,Earth Observation,LEO,1.6,96.2,100
907,Astra 1N,2011-08-06,Luxembourg,Guiana Space Center,SES S.A.,Communications,GEO,23.9,1434.1,"5,350"
908,BSAT-3C/JCSat 110-R,2011-08-06,Japan,Guiana Space Center,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Communications,GEO,23.93,1436.04,"2,910"
909,Paksat-1R ,2011-08-11,Pakistan,Xichang Satellite Launch Center,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Communications,GEO,23.94,1436.1,"5,120"
910,"Zhongxing 1A (Chinasat 1A, Fenghuo 2)",2011-09-18,China,Xichang Satellite Launch Center,People's Liberation Army (C41),Communications,GEO,23.94,1436.13,"5,200"
911,Garpun-1 (Cosmos 2473),2011-09-20,Russia,Baikonur Cosmodrome,Ministry of Defense,Communications,GEO,23.94,1436.1,"5,000"
912,Arabsat 5C,2011-09-21,Multinational,Guiana Space Center,Arab Satellite Communications Org. (ASCO),Communications,GEO,23.93,1436.06,"4,630"
913,SES-2,2011-09-21,Luxembourg,Guiana Space Center,SES S.A.,Communications,GEO,23.94,1436.19,"3,200"
914,Eutelsat 7 West A (Atlantic Bird 7),2011-09-24,Multinational,Sea Launch Odyssey,EUTELSAT S.A./Nilesat,Communications,GEO,23.93,1436.09,"4,600"
915,QuetzSat-1,2011-09-29,USA,Baikonur Cosmodrome,SES S.A. -- total capacity leased to subsidiary of EchoStar Corp. ,Communications,GEO,23.93,1436.09,"5,514"
916,Intelsat 18 (IS-18),2011-10-05,USA,Baikonur Cosmodrome,Intelsat S.A.,Communications,GEO,23.93,1436.09,"3,200"
917,Eutelsat 16A (Eutelsat W3C),2011-10-07,Multinational,Xichang Satellite Launch Center,EUTELSAT S.A.,Communications,GEO,23.94,1436.12,"5,400"
918,ViaSat-1,2011-10-19,USA,Baikonur Cosmodrome,"ViaSat, Inc.",Communications,GEO,23.93,1436.09,"6,740"
919,AsiaSat-7,2011-11-25,China,Baikonur Cosmodrome,Asia Satellite Telecommunications Co. Ltd.,Communications,GEO,23.94,1436.17,"3,813"
920,Beidou IGSO-5 (Compass G-10),2011-12-01,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,GEO,23.93,1436.08,"4,200"
921,Luch 5A,2011-12-11,Russia,Baikonur Cosmodrome,Russian Federal Space Agency,Communications,GEO,23.95,1436.8,950
922,NigComSat-1R,2011-12-17,Nigeria,Xichang Satellite Launch Center,NigComSat,Communications,GEO,23.94,1436.1,"5,150"
923,Fengyun 2F (FY-2F),2012-01-12,China,Xichang Satellite Launch Center,China Meteorological Administration,Earth Observation,GEO,23.94,1436.19,"1,390"
924,"Wideband Global Satcom 4 (WGS-4, USA 233)",2012-01-20,USA,Cape Canaveral,Military Satellite Communications - US Air Force,Communications,GEO,23.94,1436.1,"5,990"
925,SES-4,2012-02-14,Luxembourg,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.94,1436.1,0
926,Beidou G5 (Compass G-11),2012-02-24,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,GEO,23.94,1436.15,"2,300"
927,Haiyang 1C (HY 1C),2018-09-07,China,Taiyuan Launch Center,State Oceanic Administration (SOA),Earth Observation,LEO,1.67,100.4,442
928,Haiyang 2A (HY 2A),2011-08-15,China,Taiyuan Launch Center,State Oceanic Administration (SOA),Earth Observation,LEO,1.74,104.4,"1,500"
929,Haiyang 2B (HY 2B),2018-10-24,China,Taiyuan Launch Center,State Oceanic Administration (SOA),Earth Observation,LEO,1.74,104.1,"1,500"
930,HaloSat,2018-07-13,USA,International Space Station,University of Iowa,Space Science,LEO,1.54,92.6,10
931,Hawk-A (HawkEye 360 Pathfinder 1),2018-12-03,USA,Vandenberg AFB,HawkEye 360,Surveillance,LEO,1.6,96.3,15
932,Hawk-B (HawkEye 360 Pathfinder 2),2018-12-03,USA,Vandenberg AFB,HawkEye 360,Surveillance,LEO,1.6,96.3,15
933,Hawk-C (HawkEye 360 Pathfinder 3),2018-12-03,USA,Vandenberg AFB,HawkEye 360,Surveillance,LEO,1.6,96.3,15
934,HEAD-1 ,2017-11-14,China,Taiyuan Launch Center,HEAD Aerospace,Earth Observation,LEO,1.68,100.9,45
935,HEAD-2A,2019-12-07,China,Taiyuan Launch Center,HEAD Aerospace,Earth Observation,LEO,1.58,94.6,45
936,HEAD-2B,2019-12-07,China,Taiyuan Launch Center,HEAD Aerospace,Earth Observation,LEO,1.58,94.6,45
937,Helios 2A ,2004-12-18,France/Italy/Belgium/Spain/Greece,Guiana Space Center,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Earth Observation,LEO,1.63,98.0,"4,200"
938,Helios 2B,2009-12-18,France/Italy/Belgium/Spain/Greece,Guiana Space Center,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Earth Observation,LEO,1.64,98.37,"4,200"
939,MUOS-1 (Mobile User Objective System 1),2012-02-24,USA,Cape Canaveral,DoD/US Navy,Communications,GEO,23.94,1436.1,"6,804"
940,Intelsat 22,2012-03-25,USA,Baikonur Cosmodrome,Intelsat S.A.,Communications,GEO,23.94,1436.11,"6,199"
941,Apstar 7,2012-03-31,China,Xichang Satellite Launch Center,APT Satellite Holdings Ltd.,Communications,GEO,24.01,1440.31,"5,054"
942,"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)",2002-02-05,USA,Cape Canaveral,"Space Sciences Laboratory, UC Berkeley/NASA",Space Science,LEO,1.59,95.5,293
943,Yahsat-1B (Y1B),2012-04-23,United Arab Emirates,Baikonur Cosmodrome,Al Yah Satellite Communications Co. (YAHSAT),Communications,GEO,23.93,1436.07,"6,000"
944,"AEHF-2 (Advanced Extremely High Frequency satellite-2, USA 235)",2012-05-03,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.1,"6,169"
